"train/global_step","./llama_results_packing - _step","./llama_results_packing - _step__MIN","./llama_results_packing - _step__MAX","./llama_results_packing - eval/loss","./llama_results_packing - eval/loss__MIN","./llama_results_packing - eval/loss__MAX"
"35550","1421","1421","1421","2.0791797637939453","2.0791797637939453","2.0791797637939453"
"35600","1423","1423","1423","2.075139284133911","2.075139284133911","2.075139284133911"
"35650","1425","1425","1425","2.04587459564209","2.04587459564209","2.04587459564209"
"35700","1427","1427","1427","2.0257349014282227","2.0257349014282227","2.0257349014282227"
"35750","1429","1429","1429","2.0252692699432373","2.0252692699432373","2.0252692699432373"
"35800","1431","1431","1431","2.0603270530700684","2.0603270530700684","2.0603270530700684"
"35850","1433","1433","1433","2.043653726577759","2.043653726577759","2.043653726577759"
"35900","1435","1435","1435","2.0510175228118896","2.0510175228118896","2.0510175228118896"
"35950","1437","1437","1437","2.039853096008301","2.039853096008301","2.039853096008301"
"36000","1439","1439","1439","2.0449891090393066","2.0449891090393066","2.0449891090393066"
"36050","1441","1441","1441","2.057645559310913","2.057645559310913","2.057645559310913"
"36100","1443","1443","1443","2.063169002532959","2.063169002532959","2.063169002532959"
"36150","1445","1445","1445","2.057208776473999","2.057208776473999","2.057208776473999"
"36200","1447","1447","1447","2.042330026626587","2.042330026626587","2.042330026626587"
"36250","1449","1449","1449","2.051086187362671","2.051086187362671","2.051086187362671"
"36300","1451","1451","1451","2.0450663566589355","2.0450663566589355","2.0450663566589355"
"36350","1453","1453","1453","2.0541679859161377","2.0541679859161377","2.0541679859161377"
"36400","1455","1455","1455","2.016190528869629","2.016190528869629","2.016190528869629"
"36450","1457","1457","1457","2.0406742095947266","2.0406742095947266","2.0406742095947266"
"36500","1459","1459","1459","2.007288932800293","2.007288932800293","2.007288932800293"
"36550","1461","1461","1461","2.0297110080718994","2.0297110080718994","2.0297110080718994"
"36600","1463","1463","1463","2.162928819656372","2.162928819656372","2.162928819656372"
"36650","1465","1465","1465","2.0801119804382324","2.0801119804382324","2.0801119804382324"
"36700","1467","1467","1467","2.0836141109466553","2.0836141109466553","2.0836141109466553"
"36750","1469","1469","1469","2.0653762817382812","2.0653762817382812","2.0653762817382812"
"36800","1471","1471","1471","2.061500072479248","2.061500072479248","2.061500072479248"
"36850","1473","1473","1473","2.1029253005981445","2.1029253005981445","2.1029253005981445"
"36900","1475","1475","1475","2.107211112976074","2.107211112976074","2.107211112976074"
"36950","1477","1477","1477","2.081347703933716","2.081347703933716","2.081347703933716"
"37000","1479","1479","1479","2.0446863174438477","2.0446863174438477","2.0446863174438477"
"37050","1481","1481","1481","2.0719354152679443","2.0719354152679443","2.0719354152679443"
"37100","1483","1483","1483","2.0963306427001953","2.0963306427001953","2.0963306427001953"
"37150","1485","1485","1485","2.0914433002471924","2.0914433002471924","2.0914433002471924"
"37200","1487","1487","1487","2.0314738750457764","2.0314738750457764","2.0314738750457764"
"37250","1489","1489","1489","2.057877779006958","2.057877779006958","2.057877779006958"
"37300","1491","1491","1491","2.042996644973755","2.042996644973755","2.042996644973755"
"37350","1493","1493","1493","2.071424722671509","2.071424722671509","2.071424722671509"
"37400","1495","1495","1495","2.078580617904663","2.078580617904663","2.078580617904663"
"37450","1497","1497","1497","2.0636518001556396","2.0636518001556396","2.0636518001556396"
"37500","1499","1499","1499","2.073166847229004","2.073166847229004","2.073166847229004"
"37550","1501","1501","1501","2.062830686569214","2.062830686569214","2.062830686569214"
"37600","1503","1503","1503","2.06722092628479","2.06722092628479","2.06722092628479"
"37650","1505","1505","1505","2.0422329902648926","2.0422329902648926","2.0422329902648926"
"37700","1507","1507","1507","2.0537962913513184","2.0537962913513184","2.0537962913513184"
"37750","1509","1509","1509","2.023023843765259","2.023023843765259","2.023023843765259"
"37800","1511","1511","1511","2.01979923248291","2.01979923248291","2.01979923248291"
"37850","1513","1513","1513","2.115893840789795","2.115893840789795","2.115893840789795"
"37900","1515","1515","1515","2.1264560222625732","2.1264560222625732","2.1264560222625732"
"37950","1517","1517","1517","2.1208248138427734","2.1208248138427734","2.1208248138427734"
"38000","1519","1519","1519","2.076988697052002","2.076988697052002","2.076988697052002"
"38050","1521","1521","1521","2.0967180728912354","2.0967180728912354","2.0967180728912354"
"38100","1523","1523","1523","2.0935215950012207","2.0935215950012207","2.0935215950012207"
"38150","1525","1525","1525","2.1101484298706055","2.1101484298706055","2.1101484298706055"
"38200","1527","1527","1527","2.069476366043091","2.069476366043091","2.069476366043091"
"38250","1529","1529","1529","2.0466370582580566","2.0466370582580566","2.0466370582580566"
"38300","1531","1531","1531","2.095311403274536","2.095311403274536","2.095311403274536"
"38350","1533","1533","1533","2.0968430042266846","2.0968430042266846","2.0968430042266846"
"38400","1535","1535","1535","2.0829174518585205","2.0829174518585205","2.0829174518585205"
"38450","1537","1537","1537","2.1297590732574463","2.1297590732574463","2.1297590732574463"
"38500","1539","1539","1539","2.069138288497925","2.069138288497925","2.069138288497925"
"38550","1541","1541","1541","2.0944325923919678","2.0944325923919678","2.0944325923919678"
"38600","1543","1543","1543","2.0936591625213623","2.0936591625213623","2.0936591625213623"
"38650","1545","1545","1545","2.1264328956604004","2.1264328956604004","2.1264328956604004"
"38700","1547","1547","1547","2.0721564292907715","2.0721564292907715","2.0721564292907715"
"38750","1549","1549","1549","2.0439774990081787","2.0439774990081787","2.0439774990081787"
"38800","1551","1551","1551","2.0484161376953125","2.0484161376953125","2.0484161376953125"
"38850","1553","1553","1553","2.0820729732513428","2.0820729732513428","2.0820729732513428"
"38900","1555","1555","1555","2.0488691329956055","2.0488691329956055","2.0488691329956055"
"38950","1557","1557","1557","2.0559191703796387","2.0559191703796387","2.0559191703796387"
"39000","1559","1559","1559","2.049440383911133","2.049440383911133","2.049440383911133"
"39050","1561","1561","1561","2.0467050075531006","2.0467050075531006","2.0467050075531006"
"39100","1563","1563","1563","2.126587152481079","2.126587152481079","2.126587152481079"
"39150","1565","1565","1565","2.118830919265747","2.118830919265747","2.118830919265747"
"39200","1567","1567","1567","2.1179652214050293","2.1179652214050293","2.1179652214050293"
"39250","1569","1569","1569","2.113600730895996","2.113600730895996","2.113600730895996"
"39300","1571","1571","1571","2.1090645790100098","2.1090645790100098","2.1090645790100098"
"39350","1573","1573","1573","2.1121673583984375","2.1121673583984375","2.1121673583984375"
"39400","1575","1575","1575","2.092721462249756","2.092721462249756","2.092721462249756"
"39450","1577","1577","1577","2.108447313308716","2.108447313308716","2.108447313308716"
"39500","1579","1579","1579","2.0612618923187256","2.0612618923187256","2.0612618923187256"
"39550","1581","1581","1581","2.1232640743255615","2.1232640743255615","2.1232640743255615"
"39600","1583","1583","1583","2.1330792903900146","2.1330792903900146","2.1330792903900146"
"39650","1585","1585","1585","2.1198360919952393","2.1198360919952393","2.1198360919952393"
"39700","1587","1587","1587","2.0955307483673096","2.0955307483673096","2.0955307483673096"
"39750","1589","1589","1589","2.102461814880371","2.102461814880371","2.102461814880371"
"39800","1591","1591","1591","2.1362948417663574","2.1362948417663574","2.1362948417663574"
"39850","1593","1593","1593","2.0839669704437256","2.0839669704437256","2.0839669704437256"
"39900","1595","1595","1595","2.1286776065826416","2.1286776065826416","2.1286776065826416"
"39950","1597","1597","1597","2.078498363494873","2.078498363494873","2.078498363494873"
"40000","1599","1599","1599","2.0663299560546875","2.0663299560546875","2.0663299560546875"
"40050","1601","1601","1601","2.080951690673828","2.080951690673828","2.080951690673828"
"40100","1603","1603","1603","2.072122812271118","2.072122812271118","2.072122812271118"
"40150","1605","1605","1605","2.0695300102233887","2.0695300102233887","2.0695300102233887"
"40200","1607","1607","1607","2.0748908519744873","2.0748908519744873","2.0748908519744873"
"40250","1609","1609","1609","2.070615291595459","2.070615291595459","2.070615291595459"
"40300","1611","1611","1611","2.0699644088745117","2.0699644088745117","2.0699644088745117"
"40350","1613","1613","1613","2.133788824081421","2.133788824081421","2.133788824081421"
"40400","1615","1615","1615","2.133150339126587","2.133150339126587","2.133150339126587"
"40450","1617","1617","1617","2.091031789779663","2.091031789779663","2.091031789779663"
"40500","1619","1619","1619","2.097841262817383","2.097841262817383","2.097841262817383"
"40550","1621","1621","1621","2.100322723388672","2.100322723388672","2.100322723388672"
"40600","1623","1623","1623","2.1118834018707275","2.1118834018707275","2.1118834018707275"
"40650","1625","1625","1625","2.1255998611450195","2.1255998611450195","2.1255998611450195"
"40700","1627","1627","1627","2.1043667793273926","2.1043667793273926","2.1043667793273926"
"40750","1629","1629","1629","2.089078426361084","2.089078426361084","2.089078426361084"
"40800","1631","1631","1631","2.1485507488250732","2.1485507488250732","2.1485507488250732"
"40850","1633","1633","1633","2.166435956954956","2.166435956954956","2.166435956954956"
"40900","1635","1635","1635","2.1450395584106445","2.1450395584106445","2.1450395584106445"
"40950","1637","1637","1637","2.1011996269226074","2.1011996269226074","2.1011996269226074"
"41000","1639","1639","1639","2.110600233078003","2.110600233078003","2.110600233078003"
"41050","1641","1641","1641","2.1405372619628906","2.1405372619628906","2.1405372619628906"
"41100","1643","1643","1643","2.118896722793579","2.118896722793579","2.118896722793579"
"41150","1645","1645","1645","2.158622980117798","2.158622980117798","2.158622980117798"
"41200","1647","1647","1647","2.098259925842285","2.098259925842285","2.098259925842285"
"41250","1649","1649","1649","2.0919668674468994","2.0919668674468994","2.0919668674468994"
"41300","1651","1651","1651","2.0957462787628174","2.0957462787628174","2.0957462787628174"
"41350","1653","1653","1653","2.120858907699585","2.120858907699585","2.120858907699585"
"41400","1655","1655","1655","2.097977638244629","2.097977638244629","2.097977638244629"
